HITId WorkerId  src trg item  hit work-seconds  accept  submit  approval
3WUVMVA7OB3X31ZSKY13OEV55R9AZU M0727 de en ad 327 322.0 "Mon Aug 30 01:37:53 2021" "Mon Aug 30 01:43:15 2021" Submitted
3S829FDFT216WD2P3Q4KHUN0IU8DX2 M0669 de en ad 132 1051.0 "Mon Aug 30 00:58:53 2021" "Mon Aug 30 01:16:24 2021" Submitted
3IHWR4LC7DDXPNH3NWT3SSMKJQ78IR M1320 de en ad 328 3369.0 "Mon Aug 30 01:14:53 2021" "Mon Aug 30 02:11:02 2021" Submitted
3AQN9REUTFGVWISZ8MQM08U9K02DY8 M1465 de en ad 133 2542.0 "Mon Aug 30 00:49:38 2021" "Mon Aug 30 01:32:00 2021" Submitted
3IV1AEQ4DRDTKY195EE34T1KW5W8J3 M1096 de en ad 329 428.0 "Mon Aug 30 01:38:02 2021" "Mon Aug 30 01:45:10 2021" Submitted
3HRWUH63QU26G69SMEZSLG8A3Z05N2 M0923 de en ad 134 977.0 "Mon Aug 30 01:24:55 2021" "Mon Aug 30 01:41:12 2021" Submitted
3GKAWYFRAPT1N40YHZU3NH1XGVZDPE M1096 de en ad 330 755.0 "Mon Aug 30 03:16:20 2021" "Mon Aug 30 03:28:55 2021" Submitted
3MYASTQBG7BMNG1DHC9SNMR7LRLDQ5 M0063 de en ad 331 1990.0 "Mon Aug 30 10:57:18 2021" "Mon Aug 30 11:30:28 2021" Submitted
3A3KKYU7P3HUB73C6E71Y1WNI6UMW0 M0105 de en ad 135 537.0 "Mon Aug 30 02:18:17 2021" "Mon Aug 30 02:27:14 2021" Submitted
3SBNLSTU6U5V182448S5EF3BQU6DZZ M0150 de en ad 136 1355.0 "Mon Aug 30 01:23:34 2021" "Mon Aug 30 01:46:09 2021" Submitted
3NZ1E5QA6Z14FXKVJOUJUL8GMAMB5J M0239 de en ad 137 1989.0 "Mon Aug 30 01:37:56 2021" "Mon Aug 30 02:11:05 2021" Submitted
3GL25Y6843U90782GJ3N0KAUR80MXT M1253 de en ad 138 610.0 "Mon Aug 30 00:49:27 2021" "Mon Aug 30 00:59:37 2021" Submitted
3BO3NEOQM0HB8BAIKUDHOJSF9E7IA5 M1537 de en ad 139 877.0 "Mon Aug 30 03:31:50 2021" "Mon Aug 30 03:46:27 2021" Submitted
3Y3N5A7N4G9Y0CYCLFPPJYH3TEUMYZ M0296 de en ad 140 1830.0 "Mon Aug 30 03:45:07 2021" "Mon Aug 30 04:15:37 2021" Submitted
3PEG1BH7AER7XG5YQBYPWARYJ0HKBD M0383 de en ad 141 2267.0 "Mon Aug 30 00:59:48 2021" "Mon Aug 30 01:37:35 2021" Submitted
3JU8CV4BRLCSR1RN788JYBDWK96PON M0927 de en ad 142 4773.0 "Mon Aug 30 04:23:46 2021" "Mon Aug 30 05:43:19 2021" Submitted
3GONHBMNHVYY528HH1R8X5Q5Z8YMZQ M0992 de en ad 143 1673.0 "Mon Aug 30 03:39:09 2021" "Mon Aug 30 04:07:02 2021" Submitted
3W31J70BASWQ7LX44BUK7UXG1LHKCK M1523 de en ad 144 5812.0 "Mon Aug 30 00:49:20 2021" "Mon Aug 30 02:26:12 2021" Submitted
3FI30CQHVKJ0Y1K9O74OMRMGI5XB6Z M0512 de en ad 145 3251.0 "Mon Aug 30 03:18:26 2021" "Mon Aug 30 04:12:37 2021" Submitted
3B0MCRZMBRUAC13OM8LYNBIMUE2PP4 M1096 de en ad 146 644.0 "Mon Aug 30 03:05:36 2021" "Mon Aug 30 03:16:20 2021" Submitted
3RSBJ6YZECQG0O2TT5CEMHZSI3JFOA M0982 de en ad 147 912.0 "Mon Aug 30 00:57:58 2021" "Mon Aug 30 01:13:10 2021" Submitted
3BVS8WK9Q0VGRLFAQ8DDJUCLRWSIB0 M0917 de en ad 148 219.0 "Mon Aug 30 01:09:05 2021" "Mon Aug 30 01:12:44 2021" Submitted
3MJ28H2Y1E8OYR94NTZ5058FT955OH M0452 de en ad 149 3135.0 "Mon Aug 30 01:02:43 2021" "Mon Aug 30 01:54:58 2021" Submitted
3JYPJ2TAYI8YLOEU85PTBH4IS8FFPR M0719 de en ad 150 206.0 "Mon Aug 30 00:49:12 2021" "Mon Aug 30 00:52:38 2021" Submitted
3LOJFQ4BOXF0CD3I47PVR0FYMLTKDK M0268 de en ad 151 2746.0 "Mon Aug 30 01:26:00 2021" "Mon Aug 30 02:11:46 2021" Submitted
3BA7SXOG1JQAIMKMDJNC6KNB6MQ8RV M1523 de en ad 152 5813.0 "Mon Aug 30 00:49:19 2021" "Mon Aug 30 02:26:12 2021" Submitted
3ICOHX7ENCB3RTAEW9QXEYIA8ZOE01 M0857 de en ad 153 350.0 "Mon Aug 30 00:49:48 2021" "Mon Aug 30 00:55:38 2021" Submitted
3HY86PZXPYI3YIVWSSUXS31KDRUE14 M1346 de en ad 154 5810.0 "Mon Aug 30 00:49:13 2021" "Mon Aug 30 02:26:03 2021" Submitted
3EPG8DX9LKQ6JRL52TCKP5D53E15PY M0051 de en ad 155 6119.0 "Mon Aug 30 01:23:16 2021" "Mon Aug 30 03:05:15 2021" Submitted
3PCPFX4U40QJL0F98I4IBMUSX41FQI M0407 de en ad 156 1344.0 "Mon Aug 30 00:56:40 2021" "Mon Aug 30 01:19:04 2021" Submitted
3IKDQS3DQE0Z1Q7G4898UEI39HSIC7 M1282 de en ad 157 1261.0 "Mon Aug 30 00:49:35 2021" "Mon Aug 30 01:10:36 2021" Submitted
366FYU4PTGP54JHI020FXIXJMXUKED M1161 de en ad 158 1031.0 "Mon Aug 30 02:47:42 2021" "Mon Aug 30 03:04:53 2021" Submitted
3B623HUYJ4QMJ1KZS8NHWUS7SO98SJ M0679 de en ad 159 5815.0 "Mon Aug 30 00:49:34 2021" "Mon Aug 30 02:26:29 2021" Submitted
3HEM8MA6H9CVCD43ML0NNG8WZAOPQV M0601 de en ad 160 3523.0 "Mon Aug 30 00:57:35 2021" "Mon Aug 30 01:56:18 2021" Submitted
3K3G488TR28RJ3MK26R9PA3F8AN5QP M1455 de en ad 161 945.0 "Mon Aug 30 03:32:50 2021" "Mon Aug 30 03:48:35 2021" Submitted
3XD2A6FGFNUMX639X0TVWQNICURS9S M0842 de en ad 162 1690.0 "Mon Aug 30 02:32:42 2021" "Mon Aug 30 03:00:52 2021" Submitted
33CLA8O0MIBJX1U9LXTIGC4XTQ3FRJ M1086 de en ad 163 1113.0 "Mon Aug 30 04:53:32 2021" "Mon Aug 30 05:12:05 2021" Submitted
3VCK0Q0PO5E7LZNRP8TG4LCJMRPN0Z M0787 de en ad 164 2471.0 "Mon Aug 30 01:50:24 2021" "Mon Aug 30 02:31:35 2021" Submitted
338GLSUI43BVYGUM0MTN6M9TFSMFS7 M1357 de en ad 165 4661.0 "Mon Aug 30 03:12:37 2021" "Mon Aug 30 04:30:18 2021" Submitted
3Z3R5YC0P3NWDG71PMYDGR5FHB0FTW M1124 de en ad 166 445.0 "Mon Aug 30 01:43:08 2021" "Mon Aug 30 01:50:33 2021" Submitted
3UEBBGULPFOBDTMQPRONLNRH0P7FUN M0959 de en ad 167 1729.0 "Mon Aug 30 01:08:32 2021" "Mon Aug 30 01:37:21 2021" Submitted
3VEI3XUCZRXVOEJ3Z0PNS6I1VWQPRW M0932 de en ad 168 434.0 "Mon Aug 30 05:05:37 2021" "Mon Aug 30 05:12:51 2021" Submitted
34D9ZRXCYRU02PDEP67VSLY2IC9SA7 M0091 de en ad 169 5479.0 "Mon Aug 30 01:13:42 2021" "Mon Aug 30 02:45:01 2021" Submitted
3O2Y2UIUCQUXAXHEVDKLF0IJYY9KFV M1081 de en ad 170 538.0 "Mon Aug 30 01:02:14 2021" "Mon Aug 30 01:11:12 2021" Submitted
375VMB7D4JJ96IDU444JEK0LUH4ID7 M0468 de en ad 171 2259.0 "Mon Aug 30 00:48:55 2021" "Mon Aug 30 01:26:34 2021" Submitted
3KL228NDMVM3OXD96XQ3XLIVZD9KGU M1574 de en ad 172 310.0 "Mon Aug 30 01:41:27 2021" "Mon Aug 30 01:46:37 2021" Submitted
3SNR5F7R92TEYORU0ZF3K2I6UT5IE0 M0906 de en ad 173 965.0 "Mon Aug 30 04:02:23 2021" "Mon Aug 30 04:18:28 2021" Submitted
3YKP7CX6G2FJ21YE7H9GS5MCDGHB7Y M1041 de en ad 174 1339.0 "Mon Aug 30 08:33:26 2021" "Mon Aug 30 08:55:45 2021" Submitted
3AJA9FLWSCY642RQVAZ92K366UKIFI M0225 de en ad 175 1014.0 "Mon Aug 30 03:11:07 2021" "Mon Aug 30 03:28:01 2021" Submitted
3UY4PIS8QRL7SO89LRXGIQVTRJVN12 M1574 de en ad 176 318.0 "Mon Aug 30 03:31:52 2021" "Mon Aug 30 03:37:10 2021" Submitted
3VADEH0UHCX7PTJGEPPSIGNXHY9PSK M1574 de en ad 177 486.0 "Mon Aug 30 01:57:48 2021" "Mon Aug 30 02:05:54 2021" Submitted
34KYK9TV2R85LZI6VK7RNWI80UUSB2 M0727 de en ad 178 1502.0 "Mon Aug 30 03:13:30 2021" "Mon Aug 30 03:38:32 2021" Submitted
3GITHABACYLEH9Q54VXUN95YJP9N2J M1079 de en ad 179 1342.0 "Mon Aug 30 03:10:00 2021" "Mon Aug 30 03:32:22 2021" Submitted
3Y3CZJSZ9KTRV41KFLG9U0DK4WP5RQ M0959 de en ad 180 1273.0 "Mon Aug 30 03:48:26 2021" "Mon Aug 30 04:09:39 2021" Submitted
307L9TDWJYS32RMO8VBZ6JAQP39N3U M0330 de en ad 181 2498.0 "Mon Aug 30 00:48:52 2021" "Mon Aug 30 01:30:30 2021" Submitted
3R5OYNIC2C984TWV3PUISLJJJHNPT9 M1065 de en ad 182 3469.0 "Mon Aug 30 08:32:03 2021" "Mon Aug 30 09:29:52 2021" Submitted
33IXYHIZB5IAN3DSBWUBXMBP5X8E2L M0569 de en ad 183 354.0 "Mon Aug 30 03:39:07 2021" "Mon Aug 30 03:45:01 2021" Submitted
362E9TQF2HQCI2NL6U5RK53I79KIGH M1574 de en ad 184 502.0 "Mon Aug 30 01:05:50 2021" "Mon Aug 30 01:14:12 2021" Submitted
3B9J25CZ25DOV4AC9K3MYGOQIFUSC9 M1299 de en ad 185 1186.0 "Mon Aug 30 00:48:58 2021" "Mon Aug 30 01:08:44 2021" Submitted
3P6ENY9P79WQIYIWQ0N955FJM9XIHG M0551 de en ad 186 4085.0 "Mon Aug 30 01:14:52 2021" "Mon Aug 30 02:22:57 2021" Submitted
3YZ7A3YHR5T3WJ1XUAGEKAIGQY85SE M1637 de en ad 187 2456.0 "Mon Aug 30 02:28:15 2021" "Mon Aug 30 03:09:11 2021" Submitted
33P2GD6NRNSHOT8KQ38LILUWEDMKHT M0959 de en ad 188 1164.0 "Mon Aug 30 02:02:09 2021" "Mon Aug 30 02:21:33 2021" Submitted
30U1YOGZGAWY0WGQ9GYXIM683F6SD9 M1096 de en ad 189 955.0 "Mon Aug 30 03:28:56 2021" "Mon Aug 30 03:44:51 2021" Submitted
3N7PQ0KLI5PZ8L9BFW8GGWGHBB8E3W M1425 de en ad 190 445.0 "Mon Aug 30 03:15:05 2021" "Mon Aug 30 03:22:30 2021" Submitted
3CZH926SICEKQHSFFADZQ18NPB4E4H M1568 de en ad 191 1486.0 "Mon Aug 30 02:38:55 2021" "Mon Aug 30 03:03:41 2021" Submitted
3UUIU9GZC554BJECJAL4UFE2SHM5T3 M0767 de en ad 192 327.0 "Mon Aug 30 01:29:47 2021" "Mon Aug 30 01:35:14 2021" Submitted
3PZDSVZ3J5HOKN5S89GIGO2W335N4F M0276 de en ad 193 2210.0 "Mon Aug 30 01:07:56 2021" "Mon Aug 30 01:44:46 2021" Submitted
37PGLWGSJT6HKOJ4WLQ6IXVBEQ1KIM M0387 de en ad 194 1361.0 "Mon Aug 30 04:08:32 2021" "Mon Aug 30 04:31:13 2021" Submitted
306W7JMRYYYN2F3XHM1M65I7O0NB8L M0727 de en ad 195 735.0 "Mon Aug 30 01:25:37 2021" "Mon Aug 30 01:37:52 2021" Submitted
373L46LKP76DFZ3AE3B6UYABR5QKJY M1226 de en ad 196 471.0 "Mon Aug 30 00:50:00 2021" "Mon Aug 30 00:57:51 2021" Submitted
34R0BODSP1Z2M0WFTFW9VTE1P7ZE5M M1446 de en ad 197 1046.0 "Mon Aug 30 03:34:56 2021" "Mon Aug 30 03:52:22 2021" Submitted
3MDWE879UH2NGKM7ME7061DI865B9A M1058 de en ad 198 5818.0 "Mon Aug 30 00:49:13 2021" "Mon Aug 30 02:26:11 2021" Submitted
3LCXHSGDLT63S2UQ5B9HO4OT3R7SE2 M0155 de en ad 199 3215.0 "Mon Aug 30 01:13:20 2021" "Mon Aug 30 02:06:55 2021" Submitted
3P520RYKCH6JBWT1JFBEZB04BVT5UU M0780 de en ad 200 4670.0 "Mon Aug 30 06:25:00 2021" "Mon Aug 30 07:42:50 2021" Submitted
3HRWUH63QU26G69SMEZSLG8A3Z0N5K M0959 de en ad 201 1337.0 "Mon Aug 30 03:01:13 2021" "Mon Aug 30 03:23:30 2021" Submitted
3L84EBDQ3728QJ9SWOBIVDAO6UQKKX M1000 de en ad 202 2437.0 "Mon Aug 30 01:13:52 2021" "Mon Aug 30 01:54:29 2021" Submitted
39AYGO6AFFK2ZA96RX9XDMMAZUBN60 M0313 de en ad 203 2135.0 "Mon Aug 30 03:47:59 2021" "Mon Aug 30 04:23:34 2021" Submitted
3SCKNODZ0XGL3ANBA7EPJ0M6U5VN7Z M0064 de en ad 204 324.0 "Mon Aug 30 03:45:16 2021" "Mon Aug 30 03:50:40 2021" Submitted
35YHTYFL1G3BQ8BQUHYSH9T0EWGFVC M1041 de en ad 205 750.0 "Mon Aug 30 00:49:10 2021" "Mon Aug 30 01:01:40 2021" Submitted
3T6SSHJUZFAQETTGWI5U5HGYMMCII9 M1515 de en ad 206 1687.0 "Mon Aug 30 01:14:39 2021" "Mon Aug 30 01:42:46 2021" Submitted
338GLSUI43BVYGUM0MTN6M9TFSMSFK M1095 de en ad 207 317.0 "Mon Aug 30 00:50:04 2021" "Mon Aug 30 00:55:21 2021" Submitted
3QREJ3J433XJAPRAHONJADN3VUVKL0 M0740 de en ad 208 4274.0 "Mon Aug 30 03:19:58 2021" "Mon Aug 30 04:31:12 2021" Submitted
3TRB893CSJAFTI6PN31UTGD9TYP7G1 M0091 cs en ad 0 2282.0 "Thu Sep 09 03:31:44 2021" "Thu Sep 09 04:09:46 2021" Submitted
3BC9H1KCYUCU5OSQPHVCSWJURLNWYP M1087 cs en ad 1 1444.0 "Thu Sep 09 03:36:06 2021" "Thu Sep 09 04:00:10 2021" Submitted
3AQN9REUTFGVWISZ8MQM08U9K5IDYY M0505 cs en ad 2 365.0 "Thu Sep 09 05:25:31 2021" "Thu Sep 09 05:31:36 2021" Submitted
3B6F54KMR2C4810ETNE2HK5ZENJ1SI M0028 cs en ad 8 201.0 "Thu Sep 09 04:45:49 2021" "Thu Sep 09 04:49:10 2021" Submitted
3W1K7D6QSBH2MB4KQC1ZJPFBNEABZG M0921 cs en ad 14 1990.0 "Thu Sep 09 07:15:24 2021" "Thu Sep 09 07:48:34 2021" Submitted
3MD8CKRQZZNZ23G54NK3VAWPM2ZRJN M0966 cs en ad 15 1396.0 "Thu Sep 09 05:23:56 2021" "Thu Sep 09 05:47:12 2021" Submitted
3W1K7D6QSBH2MB4KQC1ZJPFBNE9ZB3 M1172 cs en ad 17 2862.0 "Thu Sep 09 07:22:36 2021" "Thu Sep 09 08:10:18 2021" Submitted
3SBNLSTU6U5V182448S5EF3BQZMDZP M1264 cs en ad 27 1802.0 "Thu Sep 09 05:50:10 2021" "Thu Sep 09 06:20:12 2021" Submitted
389A2A304OIOUVQ00IK2OAI7NSRC0W M0238 cs en ad 28 1354.0 "Thu Sep 09 05:45:56 2021" "Thu Sep 09 06:08:30 2021" Submitted
3CVBMEMMXBGTTE1079JCEGPA8Y27H0 M0939 cs en ad 36 274.0 "Thu Sep 09 06:38:32 2021" "Thu Sep 09 06:43:06 2021" Submitted
371QPA24C2O5N1DTINJSRP1LG6X1T7 M0504 cs en ad 39 603.0 "Thu Sep 09 05:36:17 2021" "Thu Sep 09 05:46:20 2021" Submitted
3GVPRXWRPHUTP9CKDR1XESQP8BH7IT M0091 cs en ad 46 4954.0 "Thu Sep 09 03:31:39 2021" "Thu Sep 09 04:54:13 2021" Submitted
30IRMPJWDZJUDNMNM8KFWPW21RZRKM M0619 cs en ad 50 5196.0 "Thu Sep 09 06:37:28 2021" "Thu Sep 09 08:04:04 2021" Submitted
335VBRURDJ0LNNYRW59Q79J3B8Y9EY M1506 cs en ad 51 533.0 "Thu Sep 09 04:07:05 2021" "Thu Sep 09 04:15:58 2021" Submitted
3TX9T2ZCB91UAE2VL3XV63SWXFRWZG M0469 cs en ad 55 709.0 "Thu Sep 09 04:58:43 2021" "Thu Sep 09 05:10:32 2021" Submitted
3UV0D2KX1MJCWVSBALX58JTN1HZ4FF M1592 cs en ad 56 483.0 "Thu Sep 09 05:00:32 2021" "Thu Sep 09 05:08:35 2021" Submitted
37VUR2VJ6APO1KBIW1O22F1HSKXC1Z M1369 cs en ad 59 645.0 "Thu Sep 09 04:07:31 2021" "Thu Sep 09 04:18:16 2021" Submitted
3QE4DGPGBRBIAVO6L53NQ4TZ2WZ4GE M0482 cs en ad 61 793.0 "Thu Sep 09 04:34:10 2021" "Thu Sep 09 04:47:23 2021" Submitted
3511RHPADVE5XT4578WGBP9HQR4RLP M1458 cs en ad 62 1042.0 "Thu Sep 09 05:20:19 2021" "Thu Sep 09 05:37:41 2021" Submitted
3OB6JN3A9QPP3BMQ7KXVB2O6QWURMR M0228 cs en ad 70 451.0 "Thu Sep 09 03:34:05 2021" "Thu Sep 09 03:41:36 2021" Submitted
3G9UA71JVVUPKKWQV9MXQT5PLQ67J5 M0462 cs en ad 74 1435.0 "Thu Sep 09 03:30:41 2021" "Thu Sep 09 03:54:36 2021" Submitted
34YWR3PJ28ACXT1VREGP2N3HOAEX0I M1377 cs en ad 75 2635.0 "Thu Sep 09 07:07:59 2021" "Thu Sep 09 07:51:54 2021" Submitted
3L1EFR8WWT5DT1YNRGTWPR43N9D9FG M0102 cs en ad 79 1706.0 "Thu Sep 09 08:06:27 2021" "Thu Sep 09 08:34:53 2021" Submitted
33KGGVH24UHC4IMDNXKPGSMRT2KX1L M1669 cs en ad 82 1604.0 "Thu Sep 09 03:29:57 2021" "Thu Sep 09 03:56:41 2021" Submitted
3YGYP136419VLT7QJLCVOHD6VM4RNR M1327 cs en ad 85 935.0 "Thu Sep 09 03:30:03 2021" "Thu Sep 09 03:45:38 2021" Submitted
3TFJJUELSHPVQ5TEF5OG7YBMKQBC2G M0363 cs en ad 87 2174.0 "Thu Sep 09 03:38:09 2021" "Thu Sep 09 04:14:23 2021" Submitted
338431Z1FLFD3E72K0C836DBLW9RO6 M0597 cs en ad 89 905.0 "Thu Sep 09 06:52:05 2021" "Thu Sep 09 07:07:10 2021" Submitted
3UEDKCTP9VQKV428DUM9R8520F67K4 M1146 cs en ad 93 1448.0 "Thu Sep 09 03:31:44 2021" "Thu Sep 09 03:55:52 2021" Submitted
3ZXNP4Z39RLVFAKQYUYA68IHPFB7L7 M1012 cs en ad 94 631.0 "Thu Sep 09 04:45:41 2021" "Thu Sep 09 04:56:12 2021" Submitted
33Q5P9PUSPMLWGWQ4CXUU9LT5Z9ZCA M0228 cs en ad 97 1138.0 "Thu Sep 09 04:48:03 2021" "Thu Sep 09 05:07:01 2021" Submitted
39I4RL8QGJHWARJH5BL5B450HWC4HD M0551 cs en ad 99 3636.0 "Thu Sep 09 03:30:47 2021" "Thu Sep 09 04:31:23 2021" Submitted
3P458N04Q1HJT34961K3LBWWL8YX22 M0756 cs en ad 114 935.0 "Thu Sep 09 09:09:10 2021" "Thu Sep 09 09:24:45 2021" Submitted
3D4BBDG7ZHWKBNPXJ52LQ8GEQ4BC3R M0018 cs en ad 120 389.0 "Thu Sep 09 05:16:20 2021" "Thu Sep 09 05:22:49 2021" Submitted
3ICOHX7ENCB3RTAEW9QXEYIA844E0R M0098 cs en ad 121 1269.0 "Thu Sep 09 03:33:39 2021" "Thu Sep 09 03:54:48 2021" Submitted
3I7SHAD35MWFLS2BY6ZP6LX6PK17M9 M0705 cs en ad 122 621.0 "Thu Sep 09 04:31:54 2021" "Thu Sep 09 04:42:15 2021" Submitted
39TX062QX1O8EL0SA1Y84L1ORMYX3D M1264 cs en ad 129 2006.0 "Thu Sep 09 09:56:56 2021" "Thu Sep 09 10:30:22 2021" Submitted
3FHTJGYT8N04ZOAPJPVBT24UTSVGPH M0018 cs en ad 131 520.0 "Thu Sep 09 03:54:20 2021" "Thu Sep 09 04:03:00 2021" Submitted
3SBNLSTU6U5V182448S5EF3BQZLZDA M0102 cs en ad 133 2448.0 "Thu Sep 09 08:06:28 2021" "Thu Sep 09 08:47:16 2021" Submitted
32CAVSKPCEPKNESIIS92WLNNZK41UY M0228 cs en ad 135 2458.0 "Thu Sep 09 03:45:51 2021" "Thu Sep 09 04:26:49 2021" Submitted
3HKIF5DF6YXJ71UI20ZE7C4FOOD9GF M1406 cs en ad 141 658.0 "Thu Sep 09 05:33:08 2021" "Thu Sep 09 05:44:06 2021" Submitted
3HY86PZXPYI3YIVWSSUXS31KDWAE1U M0028 cs en ad 142 235.0 "Thu Sep 09 05:16:09 2021" "Thu Sep 09 05:20:04 2021" Submitted
33IXYHIZB5IAN3DSBWUBXMBP52OE2B M0629 cs en ad 144 1172.0 "Thu Sep 09 05:23:06 2021" "Thu Sep 09 05:42:38 2021" Submitted
37Y5RYYI0P5CY2L70GZ9CT90J3KSXP M1305 ha en ad 12 3764.0 "Mon Sep 13 01:32:44 2021" "Mon Sep 13 02:35:28 2021" Submitted
3VDI8GSXAFTJTWB8X8T07G944JHG8L M0068 ha en ad 23 1720.0 "Mon Sep 13 01:31:33 2021" "Mon Sep 13 02:00:13 2021" Submitted
31GN6YMHLPSX92GHQB3NAAVTA1ESWW M1406 ha en ad 27 489.0 "Mon Sep 13 01:49:22 2021" "Mon Sep 13 01:57:31 2021" Submitted
3Q7TKIAPOTABWJL0P71W60SDBR0LD2 M1292 ha en ad 33 744.0 "Mon Sep 13 05:13:08 2021" "Mon Sep 13 05:25:32 2021" Submitted
3CMIQF80GNQN27MY7P1EHGHF4B0Q64 M1456 ha en ad 35 1736.0 "Mon Sep 13 01:30:17 2021" "Mon Sep 13 01:59:13 2021" Submitted
3OCZWXS7ZO7GS667A1JD8O4LYA35LF M0952 ha en ad 40 1851.0 "Mon Sep 13 07:23:56 2021" "Mon Sep 13 07:54:47 2021" Submitted
3EN4YVUOUCSJZZ2HDMQVKSIDNK7XJE M0018 ha en ad 42 603.0 "Mon Sep 13 05:11:14 2021" "Mon Sep 13 05:21:17 2021" Submitted
3TLFH2L6Y9OCCMVP1RJ6W8BQ8DY2TE M0036 ha en ad 43 5877.0 "Mon Sep 13 01:29:53 2021" "Mon Sep 13 03:07:50 2021" Submitted
3HKIF5DF6YXJ71UI20ZE7C4FOPZG9A M1292 ha en ad 45 3949.0 "Mon Sep 13 05:54:15 2021" "Mon Sep 13 07:00:04 2021" Submitted
31KPKEKW4AD5KQYUMIO7DQCP58E0B2 M1422 ha en ad 48 599.0 "Mon Sep 13 04:05:34 2021" "Mon Sep 13 04:15:33 2021" Submitted
389A2A304OIOUVQ00IK2OAI7NTE0C9 M0134 ha en ad 49 894.0 "Mon Sep 13 01:30:06 2021" "Mon Sep 13 01:45:00 2021" Submitted
3VO4XFFP15M66703QZ66NUHBZMKQ73 M0756 ha en ad 50 3488.0 "Mon Sep 13 05:18:09 2021" "Mon Sep 13 06:16:17 2021" Submitted
3XUSYT70IT1YZNWE0EFD8G0P8TQ0D9 M0777 ha en ad 65 1546.0 "Mon Sep 13 01:31:37 2021" "Mon Sep 13 01:57:23 2021" Submitted
3PGQRAZX02K1Y7BH5CLBV7G9L9ESYV M0651 ha en ad 72 1629.0 "Mon Sep 13 06:02:59 2021" "Mon Sep 13 06:30:08 2021" Submitted
3ICOHX7ENCB3RTAEW9QXEYIA85R0E2 M0910 ha en ad 73 2483.0 "Mon Sep 13 04:40:29 2021" "Mon Sep 13 05:21:52 2021" Submitted
3DW3BNF1GHI2BT13M3SM7HCERY5V8P M1235 ha en ad 84 727.0 "Mon Sep 13 05:13:55 2021" "Mon Sep 13 05:26:02 2021" Submitted
3BPP3MA3TCKGOPZ0L2CGCIAYB31LEV M1292 ha en ad 86 3355.0 "Mon Sep 13 06:29:49 2021" "Mon Sep 13 07:25:44 2021" Submitted
3OKP4QVBP2XXCK4NU6DE37FZU7HGAP M1469 ha en ad 89 2150.0 "Mon Sep 13 01:29:58 2021" "Mon Sep 13 02:05:48 2021" Submitted
3Z33IC0JC0M2PYKDRVY07D7PB4NV9E M0172 ha en ad 96 589.0 "Mon Sep 13 03:59:08 2021" "Mon Sep 13 04:08:57 2021" Submitted
3SSN80MU8COEAJ8ZV7Q7L7IQ297XKD M1406 ha en ad 114 390.0 "Mon Sep 13 03:59:31 2021" "Mon Sep 13 04:06:01 2021" Submitted
371Q3BEXDH913XLM1YNU9EPBR3ISZM M1346 ha en ad 137 5165.0 "Mon Sep 13 03:45:36 2021" "Mon Sep 13 05:11:41 2021" Submitted
3OREP8RUT2B2VU9F0KDAYIZ5CP2GBK M0756 ha en ad 153 1968.0 "Mon Sep 13 05:18:03 2021" "Mon Sep 13 05:50:51 2021" Submitted
3VGZ74AYTGGL5Z1LEK95925NUA2GCR M0800 ha en ad 155 437.0 "Mon Sep 13 05:45:11 2021" "Mon Sep 13 05:52:28 2021" Submitted
3TL87MO8CMP8U3ZWGDWMU0VYN4GLFD M0662 ha en ad 173 1443.0 "Mon Sep 13 04:28:07 2021" "Mon Sep 13 04:52:10 2021" Submitted
37M4O367VJI0YOOSADKS81JAYFT5MH M0800 ha en ad 184 454.0 "Mon Sep 13 05:13:56 2021" "Mon Sep 13 05:21:30 2021" Submitted
3HRWUH63QU26G69SMEZSLG8A3535NH M0851 ha en ad 186 4419.0 "Mon Sep 13 06:57:11 2021" "Mon Sep 13 08:10:50 2021" Submitted
3XBXDSS888JPUPQHG72807V5R9CXLG M0689 ha en ad 187 281.0 "Mon Sep 13 04:34:06 2021" "Mon Sep 13 04:38:47 2021" Submitted
3087LXLJ6MGVX7AARKA3WG3AK660FK M1292 ha en ad 189 3807.0 "Mon Sep 13 06:09:59 2021" "Mon Sep 13 07:13:26 2021" Submitted
38F60IALAGH5GCSBM4FSDKIBBFDT0K M0201 ha en ad 192 406.0 "Mon Sep 13 01:31:28 2021" "Mon Sep 13 01:38:14 2021" Submitted
3OWZNK3RYLPRCZAE1W9G14XSRR52U5 M0134 ha en ad 208 1327.0 "Mon Sep 13 01:30:07 2021" "Mon Sep 13 01:52:14 2021" Submitted
3UL5XDRDNCJLDZMOGCA93JIFEA485W M1554 ha en ad 213 3298.0 "Mon Sep 13 02:15:29 2021" "Mon Sep 13 03:10:27 2021" Submitted
3MJ28H2Y1E8OYR94NTZ5058FTF85OW M0800 ha en ad 218 373.0 "Mon Sep 13 05:30:03 2021" "Mon Sep 13 05:36:16 2021" Submitted
32LAQ1JNT9PLWY4RKBTC2R6IR1LUTM M0799 cs en ad 0 2383.0 "Thu Sep 02 05:09:37 2021" "Thu Sep 02 05:49:20 2021" Submitted
3QI9WAYOGQBZFN1BZTQJCGWGMWPS6T M0920 cs en ad 1 3788.0 "Thu Sep 02 07:32:50 2021" "Thu Sep 02 08:35:58 2021" Submitted
34XASH8KLQM4RY6BUST667ORPCXPMK M0977 cs en ad 2 1372.0 "Thu Sep 02 05:08:11 2021" "Thu Sep 02 05:31:03 2021" Submitted
