wid hit.count mean.bad.ref mean.sys.out mean.ref min.hit.time mean.hit.time mean.concurrent max.concurrent max.const.seq.len reject.rate scores.flag time.flag seq.flag reject.flag 
M0444 1 66 55.8 58.2 5475 5475 1 1 2 0 flag(scrs) - - - 
M0439 1 69.6 60.6 72.4 419 419 1 1 3 0 flag(scrs) - - - 
M1148 2 70 88.3 95.6 3295 4298 1 1 6 0 - - - - 
M1670 1 2.2 51.5 88.8 4430 4430 1 1 2 0 - - - - 
M0635 1 18.5 69 100 823 823 1 1 3 0 - - - - 
M1099 1 90.3 71.6 84.8 6400 6400 1 1 3 0 flag(scrs) - - - 
M1179 5 77.3 85.3 85.1 1377 1840.6 2 3 4 0 - - - - 
M1336 4 61 56.9 58.7 151.5 354.9 1.5 2 2 0 flag(scrs) flag(time) - - 
M0148 1 69.8 52.9 55.9 292 292 1 1 32 1 flag(scrs) flag(time) flag(seq) - 
M0923 1 65.6 76.5 84.5 977 977 1 1 0 0 - - - - 
M1688 1 73.5 63.2 75.2 425 425 1 1 5 0 flag(scrs) - - - 
M1071 1 67 82.9 97.9 2946 2946 1 1 3 0 - - - - 
M0995 8 47.8 46.8 49.3 195 1050.5 1.6 3 2 0 flag(scrs) flag(time) - - 
M0263 2 21.6 36.8 33.2 1509 1756.5 1 1 14 0 - - flag(seq) - 
M0285 1 57.5 52.4 91.3 2092 2092 1 1 2 0 flag(scrs) - - - 
M0954 1 98.5 89.9 98.3 4793 4793 1 1 3 0 flag(scrs) - - - 
M0202 3 41 76.3 99.9 2036 3312 1 1 14 0 - - flag(seq) - 
M1347 1 77.4 83.7 99.4 2111 2111 1 1 3 0 - - - - 
M0826 2 26.2 29.8 100 2353.5 2436.8 2 2 3 0 - - - - 
M0990 1 49.3 50.9 60.8 1278 1278 1 1 2 0 - - - - 
M0645 1 9.8 63.4 99.7 1874 1874 1 1 3 0 - - - - 
M1182 1 57.8 91 99.9 3159 3159 1 1 4 0 - - - - 
M1406 85 83.9 84.2 91 94 366.4 1.8 3 6 0.59 - flag(time) - - 
M1593 1 96.8 95.5 99.9 2552 2552 1 1 3 0 flag(scrs) - - - 
M1078 2 91.2 91.1 91.6 416 826.5 1.5 2 3 1 flag(scrs) - - - 
M0018 14 65.9 65.1 90.2 253 2115.2 1 1 4 0 flag(scrs) flag(time) - - 
M1019 1 80 74.2 92 4270 4270 1 1 0 0 flag(scrs) - - - 
M1138 3 39.7 47.6 49.3 2205 3439 1 1 72 0 - - flag(seq) - 
M0107 2 94.2 94.2 94.1 448 605 1 1 5 0 flag(scrs) - - - 
M0290 1 49.5 52.6 49.6 288 288 1 1 2 0 - flag(time) - - 
M0497 1 0 0 0 107 107 1 1 91 0 flag(scrs) flag(time) flag(seq) - 
M1524 40 89.6 90.4 92.9 170.9 552.7 14.3 21 4 0 - flag(time) - - 
M1363 18 58.7 86 48.7 633.5 1487.6 1.2 2 7 0 - - - - 
M0753 4 4.7 50.8 99.8 1735 2336 1 1 8 0 - - - - 
M1005 1 NaN 62.9 NaN 975 975 1 1 0 0 flag(incomplete) - - - 
M0791 1 86.1 80.2 83.4 383 383 1 1 0 0 flag(scrs) - - - 
M0940 1 5.5 86.8 99.6 1618 1618 1 1 5 0 - - - - 
M1117 1 9.6 71.6 99.1 1690 1690 1 1 3 0 - - - - 
M1573 1 54.9 61.7 50.6 6970 6970 1 1 2 0 - - - - 
M0576 2 29.6 72.6 91.9 334 348.5 1 1 4 0 - - - - 
M1423 5 42.9 56.1 50.9 1929 3687.6 1 1 3 0 - - - - 
M0057 5 72.3 74.1 77.7 788 2576.2 1 1 2 0 - - - - 
M0812 1 25.6 5.3 12.7 278 278 1 1 28 0 flag(scrs) flag(time) flag(seq) - 
M0537 1 93.4 80.9 73.4 344 344 1 1 2 0 flag(scrs) - - - 
M1449 1 0 0 0 236 236 1 1 95 0 flag(scrs) flag(time) flag(seq) - 
M1395 1 19.8 91.4 100 3506 3506 1 1 18 0 - - flag(seq) - 
M0087 18 79.7 81.4 98.8 358.4 1476 3.4 7 17 0 - - flag(seq) - 
M0424 1 66.5 66.1 57.4 2261 2261 1 1 0 0 flag(scrs) - - - 
M0229 1 22.2 84.8 99.4 2648 2648 1 1 3 0 - - - - 
M1162 1 85 77.4 88 431 431 1 1 0 0 flag(scrs) - - - 
M0320 1 57.4 52.3 50.6 6045 6045 1 1 2 0 flag(scrs) - - - 
M0717 2 58 79.8 99.6 1414 1427.5 1 1 15 0 - - flag(seq) - 
M0942 1 80.5 79.5 80.3 372 372 1 1 3 0 flag(scrs) - - - 
M0235 9 56.3 59 61.7 1217 1606.4 1 1 2 0 - - - - 
M1566 1 70.5 79.1 87 3369 3369 1 1 3 0 - - - - 
M1511 1 0 58 99.9 1120 1120 1 1 2 0 - - - - 
M0177 1 97.5 96.3 97.6 1293 1293 1 1 6 0 flag(scrs) - - - 
M0938 1 63.4 66.6 64.3 1345 1345 1 1 3 0 - - - - 
M0484 5 97 96.7 98.1 1230 2906.5 2.6 3 8 0 flag(scrs) - - - 
M1675 1 84.8 82.4 82.9 598 598 1 1 3 1 flag(scrs) - - - 
M1068 4 36.2 63.2 100 1682 2510 1 1 3 0 - - - - 
M0513 1 18.3 76.2 100 1629 1629 1 1 3 0 - - - - 
M0041 1 68.8 70 72.4 3885 3885 1 1 4 0 - - - - 
M1247 1 82.1 78.3 87.2 593 593 1 1 2 1 flag(scrs) - - - 
M0933 1 56.9 74.7 79.1 336 336 1 1 2 0 - - - - 
M0026 1 73 71.2 70.3 4535 4535 1 1 2 1 flag(scrs) - - - 
M0831 5 61.1 73.7 82.6 1498 3565 1 1 2 0 - - - - 
M0006 1 76.6 64.4 75.5 501 501 1 1 2 0 flag(scrs) - - - 
M0623 1 13.1 90.1 100 2108 2108 1 1 4 0 - - - - 
M0147 1 95 95.6 96.8 1482 1482 1 1 2 0 - - - - 
M1304 1 23.8 91.9 99.9 1536 1536 1 1 3 0 - - - - 
M0687 4 19.3 23.4 91.3 238.5 846.5 1.5 2 5 0 - flag(time) - - 
M0524 1 91.5 87.3 98.4 1144 1144 1 1 3 0 flag(scrs) - - - 
M1186 1 57 53.8 55 401 401 1 1 3 0 flag(scrs) - - - 
M0778 1 6.1 88.5 74.9 1391 1391 1 1 5 0 - - - - 
M0343 1 60.3 66 63.4 803 803 1 1 2 0 - - - - 
M0154 1 94.7 77.1 95.6 1071 1071 1 1 3 0 flag(scrs) - - - 
M0699 3 84.5 87 88.4 1904 3078 1 1 3 0 - - - - 
M0077 1 80.1 81.3 86.1 3380 3380 1 1 2 0 - - - - 
M0948 1 71.1 85 100 2466 2466 1 1 4 0 - - - - 
M0380 1 62.4 71.4 53.2 499 499 1 1 4 0 - - - - 
M1267 1 54 78.2 100 2925 2925 1 1 4 0 - - - - 
M1385 8 91.1 91.8 91.6 506 1089.8 1 1 3 0 - - - - 
M0637 1 73 77.4 80.6 452 452 1 1 5 0 - - - - 
M0749 1 17.6 82.4 98.3 1508 1508 1 1 4 0 - - - - 
M1386 1 69.3 84.5 87.1 6102 6102 1 1 2 0 - - - - 
M0584 1 83.8 89.4 100 1788 1788 1 1 8 0 - - - - 
M1683 1 50.2 49.4 41 834 834 1 1 2 0 flag(scrs) - - - 
M0414 4 79.4 83 99.4 2356 3743 1 1 4 0 - - - - 
M1323 1 40.8 65.6 99.2 1837 1837 1 1 2 0 - - - - 
M0636 2 86.1 88.2 89.8 1273 1276 1 1 2 0 - - - - 
M1354 1 79.3 76.3 77.8 1921 1921 1 1 3 0 flag(scrs) - - - 
M1545 2 18.5 12.5 5.2 114 139 1 1 54 0 flag(scrs) flag(time) flag(seq) - 
M0982 13 66.2 65.3 83.3 79.3 373.7 8.5 11 4 0 flag(scrs) flag(time) - - 
M1223 3 12.4 17.7 100 639.5 732.2 2 2 4 0 - - - - 
M0885 1 NaN 65.1 NaN 1190 1190 1 1 4 0 flag(incomplete) - - - 
M1488 1 88.8 88 89.6 2339 2339 1 1 5 0 flag(scrs) - - - 
M0925 8 93 92.9 93 976.5 1724.5 1.2 2 5 0 flag(scrs) - - - 
M0445 1 78.8 72.4 73.1 2460 2460 1 1 2 0 flag(scrs) - - - 
M1457 108 0.2 0.2 0.1 11.5 41.3 1.2 2 4160 0 - flag(time) flag(seq) - 
M0417 1 79.7 79.8 79.8 672 672 1 1 4 0 - - - - 
M1444 4 88.9 88 90.3 809 1004.8 2 2 2 0 flag(scrs) - - - 
M1466 1 14.1 70.6 99.5 3608 3608 1 1 3 0 - - - - 
M1002 4 59.1 61.8 56.3 1012 2428.5 1 1 2 0 - - - - 
M1048 1 73.6 77.8 86.4 1156 1156 1 1 3 0 - - - - 
M0854 1 0 0 0 461 461 1 1 88 0 flag(scrs) - flag(seq) - 
M0173 1 84.3 78.7 86.1 3634 3634 1 1 3 1 flag(scrs) - - - 
M1567 1 47 85.7 99.1 1968 1968 1 1 3 0 - - - - 
M0009 1 61.3 61.5 53 674 674 1 1 0 0 - - - - 
M0731 1 4.8 44.9 100 1749 1749 1 1 4 0 - - - - 
M0341 1 79.9 71.8 72.5 1060 1060 1 1 2 1 flag(scrs) - - - 
M0980 5 40.8 46.6 94.5 1101 2892.2 1 1 5 0 - - - - 
M0157 1 87.3 70.3 89.4 2019 2019 1 1 3 0 flag(scrs) - - - 
M0060 1 44.7 74.1 99.7 3136 3136 1 1 4 0 - - - - 
M1380 2 26.8 72.3 87.9 1008 1865 1 1 5 0 - - - - 
M0621 1 58.9 66.1 47 6031 6031 1 1 2 0 - - - - 
M0772 4 64.8 65.4 63.1 916 1480.1 1.5 2 6 0 - - - - 
M0033 2 28.6 86.2 99.2 1577 3255 1 1 5 0 - - - - 
M1460 1 57 51 52 631 631 1 1 3 1 flag(scrs) - - - 
M0208 1 24 66.8 99 2513 2513 1 1 3 0 - - - - 
M0034 1 95.4 94.1 95.3 286 286 1 1 4 0 flag(scrs) flag(time) - - 
M1124 11 52 56.2 56.6 150 554.4 1.6 2 3 0 - flag(time) - - 
M0276 1 87.5 85.1 60.5 2210 2210 1 1 4 0 flag(scrs) - - - 
M1686 1 64 76.6 94.5 3455 3455 1 1 3 0 - - - - 
M1224 1 25.6 72.1 87.5 1301 1301 1 1 6 0 - - - - 
M1039 1 67.8 84.6 99.3 2910 2910 1 1 2 0 - - - - 
M0555 1 59.1 53.7 56.1 367 367 1 1 2 0 flag(scrs) - - - 
M0521 1 49.2 66.3 87.7 3178 3178 1 1 2 0 - - - - 
M1259 1 29.1 66.1 100 2334 2334 1 1 3 0 - - - - 
M0800 14 94.8 96.4 98.9 164 1271.2 1.4 2 19 0.29 - flag(time) flag(seq) - 
M0198 1 88.1 84.2 89.2 1690 1690 1 1 4 0 flag(scrs) - - - 
M0634 1 54.2 49.4 51.4 785 785 1 1 2 1 flag(scrs) - - - 
M1351 1 38 71.8 100 2388 2388 1 1 7 0 - - - - 
M0188 2 72.4 71.9 72.1 726 733.5 1 1 7 0.5 flag(scrs) - - - 
M0010 1 44.8 69 100 1867 1867 1 1 6 0 - - - - 
M1349 1 95 85.7 99.3 1152 1152 1 1 4 0 flag(scrs) - - - 
M0893 2 75.8 76.3 64 538 661.5 1 1 2 0 - - - - 
M0249 1 56.7 83 59.8 4097 4097 1 1 3 0 - - - - 
M0120 1 56 57.6 59.6 1003 1003 1 1 2 0 - - - - 
M1400 4 71.7 70.3 79.9 521 2134.8 1 1 3 0 flag(scrs) - - - 
M0531 13 61.4 82.3 97.2 923 2606 2.5 4 4 0 - - - - 
M1568 1 73 85 97.4 1486 1486 1 1 3 0 - - - - 
M0815 2 93.9 92.8 93.8 865 1433 1 1 4 0 flag(scrs) - - - 
M1589 14 42.1 77.9 99.4 563 1690.1 1 1 6 0 - - - - 
M1307 1 73.2 62.1 62.6 695 695 1 1 0 0 flag(scrs) - - - 
M0610 1 71.4 61.8 65.8 6025 6025 1 1 0 0 flag(scrs) - - - 
M1374 1 86.4 87.9 82.7 740 740 1 1 2 0 - - - - 
M0174 1 7.7 48.5 99.6 2088 2088 1 1 4 0 - - - - 
M1633 2 74.8 78 94.4 2035 2259.5 1 1 4 0 - - - - 
M1661 2 53.3 59.3 60.7 293 560.2 2 2 14 1 - flag(time) flag(seq) - 
M0015 1 11 54.9 99.7 1759 1759 1 1 2 0 - - - - 
M1207 1 50.7 97 100 1065 1065 1 1 26 0 - - flag(seq) - 
M1128 1 38.9 51.8 32.2 250 250 1 1 2 0 - flag(time) - - 
M1177 1 69.5 69.2 99.6 3296 3296 1 1 2 0 flag(scrs) - - - 
M0783 4 84.6 85 93.5 931.5 2395.9 1.8 2 3 0 - - - - 
M0533 1 18.9 73.5 91.5 1516 1516 1 1 2 0 - - - - 
M0903 1 57.9 58.4 57.7 1849 1849 1 1 2 0 - - - - 
M0833 10 7.7 36.9 67.8 784 1141.9 1 1 20 0.1 - - flag(seq) - 
M0668 1 52.6 67.7 87.2 909 909 1 1 2 0 - - - - 
M0844 2 85.7 80.6 83.1 1059 1343.5 1 1 2 0 flag(scrs) - - - 
M0368 1 81.9 76.8 100 1676 1676 1 1 3 1 flag(scrs) - - - 
M0374 1 0 0 0 181 181 1 1 81 0 flag(scrs) flag(time) flag(seq) - 
M1242 1 49.8 82.5 99.8 2938 2938 1 1 3 0 - - - - 
M1558 1 45 68.9 49.9 1219 1219 1 1 2 0 - - - - 
M1313 1 67.6 73.6 91.5 1171 1171 1 1 2 0 - - - - 
M0678 1 91.8 93.1 92.8 4951 4951 1 1 3 0 - - - - 
M1069 1 83.2 69.9 83.5 549 549 1 1 4 0 flag(scrs) - - - 
M1665 1 69.8 63.4 67.1 720 720 1 1 2 0 flag(scrs) - - - 
M1237 3 71.8 69.4 70.4 1370 4118 1 1 0 0 flag(scrs) - - - 
M0665 2 55.2 52.9 52.1 556 1512.5 1 1 2 0 flag(scrs) - - - 
M0254 1 41.6 77 99.1 3037 3037 1 1 5 0 - - - - 
M1172 2 68.8 65.6 65.4 2862 3762 1 1 2 0 flag(scrs) - - - 
M0542 1 50.3 51.7 75.1 417 417 1 1 6 0 - - - - 
M1547 1 85.6 81.3 93.9 1377 1377 1 1 2 0 flag(scrs) - - - 
M0340 4 66.3 78.7 97.6 1111 3770.5 1 1 2 0 - - - - 
M0248 1 8 86 100 642 642 1 1 4 0 - - - - 
M1201 2 70.8 70.3 98 1950.5 2443.5 2 2 3 0 flag(scrs) - - - 
M1097 5 71.7 70.8 68.4 2325 3857 1 1 2 0.2 flag(scrs) - - - 
M1027 1 53.3 85.1 99.4 4532 4532 1 1 0 0 - - - - 
M0920 16 79.3 82.1 93.8 115.4 1251.2 5 8 10 0.12 - flag(time) - - 
M1140 3 52.8 50.1 92.9 1118 2369 1 1 2 0 flag(scrs) - - - 
M0415 3 78.1 63.3 81.1 481.5 1379.8 1.7 2 24 0.33 flag(scrs) - flag(seq) - 
M0822 2 73.1 79.6 89.8 2888 3748 1 1 2 0 - - - - 
M0622 4 83.2 80.3 83.8 351 1030.8 1 1 8 0 flag(scrs) - - - 
M0912 1 26.7 61.6 99.4 1283 1283 1 1 2 0 - - - - 
M1371 1 19.5 89.9 100 1099 1099 1 1 6 0 - - - - 
M1209 1 51.2 53.2 100 1787 1787 1 1 2 0 - - - - 
M0138 1 23.1 58.9 98.2 2342 2342 1 1 2 0 - - - - 
M0280 1 85.1 82.4 84.4 837 837 1 1 3 1 flag(scrs) - - - 
M0131 1 18.4 76.4 90.9 1594 1594 1 1 3 0 - - - - 
M1582 3 74 70.5 73.6 300 324 1 1 3 0 flag(scrs) - - - 
M1309 1 40.2 81.5 97.4 1438 1438 1 1 4 0 - - - - 
M1266 3 65.5 74.4 66.4 540 888.3 1.7 2 2 0 - - - - 
M0408 1 99.1 92.2 91.4 2029 2029 1 1 14 0 flag(scrs) - flag(seq) - 
M0536 6 67.5 68.7 91.8 2791 4403.7 1 1 3 0 - - - - 
M1141 1 74.4 70.9 74.6 354 354 1 1 3 0 flag(scrs) - - - 
M0597 1 32.2 88.1 100 905 905 1 1 11 0 - - flag(seq) - 
M1654 2 3.5 37.6 99.5 1087 1415.5 1 1 3 0 - - - - 
M1165 7 88.3 87.3 86.3 112.3 705.2 2 3 4 0 flag(scrs) flag(time) - - 
M0881 1 73 71.8 99.4 2039 2039 1 1 3 0 flag(scrs) - - - 
M1519 1 0 0 0 139 139 1 1 94 1 flag(scrs) flag(time) flag(seq) - 
M1505 1 98.9 95.6 98.9 793 793 1 1 10 0 flag(scrs) - - - 
M1572 1 63 62.4 60.3 3983 3983 1 1 2 0 flag(scrs) - - - 
M0404 1 82.2 68.2 93.9 5084 5084 1 1 3 0 flag(scrs) - - - 
M0447 1 50 92.2 100 2222 2222 1 1 9 0 - - - - 
M0708 5 68.9 71.8 89 219.5 315.1 1.8 2 4 0 - flag(time) - - 
M0566 1 75.3 77.5 100 807 807 1 1 3 0 - - - - 
M1575 2 42.4 84.4 97.7 1768 1819 1 1 5 0 - - - - 
M0477 1 90.5 85.9 91.2 404 404 1 1 3 0 flag(scrs) - - - 
M1264 11 73.1 72.6 80.7 450.5 1544.3 3.4 5 5 0 flag(scrs) - - - 
M1322 2 63.6 64.6 61.5 4092 4350.5 1 1 3 0 - - - - 
M1486 1 32.3 51.5 64.3 1804 1804 1 1 2 0 - - - - 
M0301 1 64.7 63.4 63.6 3471 3471 1 1 0 0 flag(scrs) - - - 
M0760 1 72.7 79.8 79 333 333 1 1 2 0 - - - - 
M0508 1 74 76 78.8 550 550 1 1 0 0 - - - - 
M1598 1 87.3 85.1 88.5 3061 3061 1 1 2 1 flag(scrs) - - - 
M0137 5 89.6 89.5 87 1225 2059.2 1 1 4 0 flag(scrs) - - - 
M0071 1 60.8 69.4 82.2 2943 2943 1 1 2 0 - - - - 
M1258 4 52 52.2 52.3 2386 3307 1 1 6 0 - - - - 
M0681 1 84.3 84.8 81.6 667 667 1 1 3 0 - - - - 
M0277 3 55.7 88.3 100 2659 3556.3 1 1 8 0 - - - - 
M0572 1 53.1 79.1 100 6144 6144 1 1 3 0 - - - - 
M1538 3 66.8 66.5 63.2 2343 2722.3 1 1 2 0 flag(scrs) - - - 
M1660 20 72 79.3 97.1 31.6 383.8 8.2 14 5 0.75 - flag(time) - - 
M1376 8 19.2 75.3 99.1 499 687.6 1 1 6 0 - - - - 
M0377 1 66.2 50.2 38 2714 2714 1 1 2 0 flag(scrs) - - - 
M0012 9 83 84 93.1 1192 2497.2 2.1 4 6 0 - - - - 
M0324 1 62.4 60.7 100 4178 4178 1 1 2 0 flag(scrs) - - - 
M0643 1 67 94.1 99.2 4461 4461 1 1 13 0 - - flag(seq) - 
M0311 2 58.1 82.2 92.4 385 1037.5 1 1 3 0 - - - - 
M0226 1 70.9 71.9 70.1 447 447 1 1 2 0 - - - - 
M1170 1 77.8 71.3 83.1 2416 2416 1 1 2 0 flag(scrs) - - - 
M1405 19 47 48.6 43 13.7 79.1 17.5 19 2 0 - flag(time) - - 
M1208 10 55.8 67.3 99.2 3814 5080 1 1 7 0 - - - - 
M0963 1 37.1 32.6 91.8 2438 2438 1 1 4 0 flag(scrs) - - - 
M0031 1 66.9 89.5 88.9 2439 2439 1 1 19 0 - - flag(seq) - 
M0271 2 85.2 87.9 100 1282 1386 1 1 39 0 - - flag(seq) - 
M0978 2 47.7 55.1 85.3 866 983.5 1 1 3 0 - - - - 
M0083 3 60 56.8 99.9 602 939 1 1 43 0.67 flag(scrs) - flag(seq) - 
M0864 1 90.7 91.2 86.8 604 604 1 1 3 0 - - - - 
M0170 3 46.1 83.7 100 1217 1804 1 1 3 0 - - - - 
M1420 1 68.2 91.9 99.4 5446 5446 1 1 3 0 - - - - 
M1090 1 15.6 62.2 98 1854 1854 1 1 2 0 - - - - 
M0164 1 70.6 75.8 65.9 876 876 1 1 2 0 - - - - 
M0509 2 19.3 69.2 98.9 3323 3685 1 1 2 0 - - - - 
M0132 1 34.3 68.6 100 2220 2220 1 1 6 0 - - - - 
M0575 1 44.3 89.4 99.6 694 694 1 1 3 0 - - - - 
M1377 1 60.8 75 88.4 2635 2635 1 1 3 0 - - - - 
M0123 9 83.1 84.1 85.3 216.5 849.3 1.4 2 2 0.11 - flag(time) - - 
M1473 7 72.3 71.2 87.7 436 1091.1 1 1 2 0.14 flag(scrs) - - - 
M0300 5 66.5 69.4 82.8 819 1836.4 1 1 2 0 - - - - 
M1006 13 65.5 64.1 62.3 183.8 699.9 5.5 8 3 0 flag(scrs) flag(time) - - 
M1054 5 73.4 73 75 1265 5132.8 1 1 2 0 flag(scrs) - - - 
M0825 1 81.3 80.3 92.2 1008 1008 1 1 3 1 flag(scrs) - - - 
M1045 1 62.5 93.6 94.2 2557 2557 1 1 8 0 - - - - 
M0695 2 91.8 90.9 92.1 619 980 1 1 3 0.5 flag(scrs) - - - 
M0671 14 71.1 78.9 95.9 170.5 526.1 1.2 2 4 0 - flag(time) - - 
M0370 1 1.9 60.5 100 1420 1420 1 1 3 0 - - - - 
M0674 5 74 73.6 73.9 175 506.3 1.4 2 4 0 flag(scrs) flag(time) - - 
M0387 1 76.4 75.8 75.8 1361 1361 1 1 2 0 flag(scrs) - - - 
M0829 1 66.4 78.7 78.9 3188 3188 1 1 2 0 - - - - 
M0410 1 43.2 55.1 82 1672 1672 1 1 3 0 - - - - 
M0913 1 0 0 0 4808 4808 1 1 89 0 flag(scrs) - flag(seq) - 
M0196 1 96.3 96.3 96.7 301 301 1 1 4 0 - - - - 
M1453 2 93.8 93.8 94.5 1239 1405.5 1 1 3 0 flag(scrs) - - - 
M0465 4 29 86 100 1387 1632.2 1 1 6 0 - - - - 
M0527 1 87.6 84.8 83.6 1006 1006 1 1 2 0 flag(scrs) - - - 
M1073 3 56.1 55.5 78.4 235 628.7 1 1 2 0 flag(scrs) flag(time) - - 
M0425 1 45.1 79.5 99.5 1600 1600 1 1 3 0 - - - - 
M0270 5 55.4 56.1 52.7 220 1713.8 1.4 2 4 0 - flag(time) - - 
M0926 5 70.7 70.2 75.7 265.8 1318.3 3 4 2 0 flag(scrs) flag(time) - - 
M1647 1 51.2 52.8 52.2 2854 2854 1 1 3 0 - - - - 
M1108 5 35.6 67.7 99.9 917 1101.4 1 1 3 0 - - - - 
M0281 1 72.6 80.9 86.8 959 959 1 1 3 0 - - - - 
M0460 10 68.1 71 71.5 436.4 815 6.2 8 9 0 - - - - 
M0696 1 42 61.3 100 1113 1113 1 1 3 0 - - - - 
M0759 1 49.9 55.4 59.4 1007 1007 1 1 0 0 - - - - 
M1462 1 58.5 74.4 100 4706 4706 1 1 3 0 - - - - 
M1614 1 54.5 89.8 99.4 1431 1431 1 1 5 0 - - - - 
M0499 4 43.9 57.2 50.7 2484 3702.5 1 1 5 0 - - - - 
M0528 1 44.5 80 95.6 818 818 1 1 3 0 - - - - 
M1057 1 92.1 87.2 90.8 970 970 1 1 3 0 flag(scrs) - - - 
M0554 1 63.8 76 83 1440 1440 1 1 2 0 - - - - 
M1262 5 70.4 69.9 72.6 1143 2900.4 1 1 4 0.6 flag(scrs) - - - 
M0726 1 18 88.1 98.6 6512 6512 1 1 3 0 - - - - 
M0619 8 88.7 91.1 98.9 1550 5100.4 1 1 6 0 - - - - 
M0005 11 56.7 56.6 57.3 92.5 205.6 1.5 2 2 0 flag(scrs) flag(time) - - 
M0150 1 23.8 73.8 98.8 1355 1355 1 1 4 0 - - - - 
M1235 8 88.1 87 85.7 94.8 212 3.8 4 2 0.88 flag(scrs) flag(time) - - 
M0746 1 89.9 91.2 91.7 1184 1184 1 1 2 0 - - - - 
M1161 1 74.4 65.5 91.3 1031 1031 1 1 4 0 flag(scrs) - - - 
M0928 1 9.5 42.3 99 1044 1044 1 1 2 0 - - - - 
M0420 6 45.7 46.2 45.4 674 1150.5 1 1 3 0 - - - - 
M0115 2 91.1 92.2 93 1500 1773.5 1 1 3 0 - - - - 
M0983 1 22.3 62 99.1 1635 1635 1 1 2 0 - - - - 
M1190 5 71.8 70 67.8 401 1079.8 1 1 5 0.2 flag(scrs) - - - 
M1296 2 16.6 62.9 95.8 1243 1650 1 1 4 0 - - - - 
M0756 11 57.6 57.8 57.1 90.9 440.9 5.3 8 4 0.45 - flag(time) - - 
M1154 1 37.2 83.2 99.2 1148 1148 1 1 2 0 - - - - 
M0735 1 76.8 81.1 81.8 1566 1566 1 1 0 0 - - - - 
M1291 1 81.2 74.9 78.8 838 838 1 1 3 1 flag(scrs) - - - 
M0146 5 47 45.6 45.7 570 1074.5 2 3 2 0.2 flag(scrs) - - - 
M0289 4 76.1 77 77.6 661 1272.5 1 1 3 0 - - - - 
M0987 2 66.6 65.9 75 157 321.5 1 1 5 0 flag(scrs) flag(time) - - 
M0676 7 87.8 89.4 98.2 4633 5544 1 1 7 0 - - - - 
M0961 1 90.2 84.5 87.9 659 659 1 1 3 0 flag(scrs) - - - 
M0652 1 19 71 99.6 2204 2204 1 1 2 0 - - - - 
M1571 3 60.9 57.4 59.1 602 868.7 1 1 3 0 flag(scrs) - - - 
M0490 5 51 62 94.7 1717 3666.8 1 1 2 0 - - - - 
M0175 1 68.9 79.8 71.4 1961 1961 1 1 2 0 - - - - 
M1008 1 34.3 85.9 100 1360 1360 1 1 4 0 - - - - 
M1332 10 86.6 88.9 94.5 107.5 282.9 1.8 2 4 0 - flag(time) - - 
M0598 14 72.2 72.6 99.3 858 2129 1.4 2 4 0 - - - - 
M0205 1 61 78.4 98.4 2427 2427 1 1 2 0 - - - - 
M0359 3 0.2 73.2 99.9 1058 1218.3 1 1 8 0 - - - - 
M0733 3 44.8 38.2 35.7 373 1036.3 1 1 92 0.33 flag(scrs) - flag(seq) - 
M1163 1 58.6 70.7 85.2 1342 1342 1 1 2 0 - - - - 
M1541 1 42 85 98.3 496 496 1 1 2 0 - - - - 
M1691 15 66 81.2 94.5 537 3184.6 1.6 2 3 0 - - - - 
M0848 1 98.4 90.2 87 880 880 1 1 8 0 flag(scrs) - - - 
M1459 1 NaN 71.5 NaN 1641 1641 1 1 3 0 flag(incomplete) - - - 
M0564 1 18.6 81.6 99 1565 1565 1 1 3 0 - - - - 
M1425 1 70.4 66.2 66.8 445 445 1 1 0 0 flag(scrs) - - - 
M1437 1 NaN 71.2 NaN 1183 1183 1 1 0 0 flag(incomplete) - - - 
M1210 4 43.4 51.7 61.8 252 642.8 1.2 2 2 0 - flag(time) - - 
M0959 41 42.6 62.1 99.7 353 999.1 1.3 2 10 0 - - - - 
M1431 1 40.8 67.5 95.5 4268 4268 1 1 2 0 - - - - 
M0538 1 72.3 72.3 64.2 797 797 1 1 2 0 flag(scrs) - - - 
M0675 4 26 34.5 96.9 980 1486.5 1 1 3 0 - - - - 
M1348 1 75.9 81.6 77.7 2657 2657 1 1 2 0 - - - - 
M0832 1 61.6 56.8 95.1 1029 1029 1 1 0 0 flag(scrs) - - - 
M0651 10 84.5 87.7 91.5 1629 4947 1 1 3 0 - - - - 
M1175 1 89.6 91.2 92.1 1121 1121 1 1 3 0 - - - - 
M1372 1 42.8 66.4 98.9 3052 3052 1 1 4 0 - - - - 
M1546 10 88.5 89.1 88.4 548.5 1007 1.6 2 2 0 - - - - 
M1615 7 65.9 84.9 97.8 772 2271 1 1 10 0 - - - - 
M0228 36 91.7 92 95.2 50.1 223.1 9.3 13 8 0 - flag(time) - - 
M0316 2 75.9 68.9 68.7 762 1533.5 1 1 3 0 flag(scrs) - - - 
M0003 2 83.3 83.1 82.7 3072.5 4644.2 1.5 2 3 0 flag(scrs) - - - 
M0432 1 42.1 84.7 99.3 1031 1031 1 1 5 0 - - - - 
M0823 1 67.1 81.5 98.7 2415 2415 1 1 3 0 - - - - 
M1164 9 64.6 68.1 94.3 199.8 1119 4.1 5 3 0.56 - flag(time) - - 
M1560 1 64 59 100 804 804 1 1 2 1 flag(scrs) - - - 
